"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-2463",1,0.05,2736.119686,2.7,0,2.7,0.9,0.1,0,0,1,4.1,23.8,28.9,1.4,54.1,37.2,0.1,0.7,0,0.7,0.1,0,0.1,5.25,"7/19/2007",40.17547463,-110.4849079,13.31971192,"Starvation Reservoir",1331.971192,25,1741,14,14060004,595.2,4192.09,1.52,2.9,3.07,0.005,183,6,416.715444,1719.9402,0.5,1766.46,1962.5688,1979.141255,37.3162594,5,5.789,0.644833126,1.576,0,21.5,7.5,568.9,8.5,24.5,12.5,2.4,590.6,7.9
"NLA06608-2477",1,0.05,3981.23496,0,0,0,0.4,0.1,0,0,0.5,0.3,0,17.4,0,17.4,77.7,2.5,0.6,0.3,0.9,0,0.6,0.6,1.2,"6/26/2007",37.56936135,-115.2249025,0.818522853,"Nesbitt Lake",81.85228527,1.4,1169.22,15,15010011,1399,11009.75,2.52,17.11,17.11,0.005,1238,32,1488.599856,4091.35902,0.5,1738.516,8174.48992,6124.463488,824.078052,47,35.326,1.901690933,1.832,0,24.5,11.6,1330,8.8,0.9,21.8,15.6,1313,8.8
"NLA06608-2481",1,0.05,10.24967634,0.6,0,0.6,0,0,0,0,0,0,0,66,0,66,33.3,0.1,0,0,0,0,0,0,3.98,"8/1/2007",43.98862837,-119.3927622,0.05932808,"Officers Reservoir",5.932808012,5.6,1391.89,17,17070201,216.1,2006.46,8.75,4.64,4.79,0.005,421,36,14.582502,218.61,0.5,660.676,1147.9176,379.3426568,7.7752864,8,6.104,1.183940989,0.952,0,23.2,7.9,208,9.7,5,18.5,0.1,296,7.3
"NLA06608-2492",1,0.05,3922.876465,4.2,0,4.2,3.5,1.2,0.3,0.1,5.1,0,25.3,11.7,7.4,44.4,14.4,0.3,14.2,10,24.2,6.8,0.7,7.5,0.86,"7/24/2007",34.47617113,-89.66897642,124.5903176,"Graham Lake (Historical)",12459.03176,6.1,82.01,8,8030201,83.32,471.83,7.05,3.32,2.89,0.005,337,33,116.011278,153.50586,0.5,361.5754,135.116896,156.0694247,36.4978082,6,11.8,2.520991335,19.36,0,27.47,6.78,79,7.43,5.5,27.09,0.37,81,7.07
"NLA06608-2497",1,0.05,41.15981467,1.1,0,1.1,0.3,1.3,0,0,1.6,0,0,83.6,0,83.6,8.2,4.5,1.2,0,1.2,0,0,0,0.7,"7/17/2007",48.00821961,-116.9701212,0.544877937,"Blanchard Lake",54.4877937,1.2,686,17,17010214,41.77,350.72,6.16,4.99,4.17,0.005,868,64,11.677284,21.29886,0.5,174.8995,57.19016,114.8336904,20.4101268,14,9.316,1.281292541,20.914,0,25.9,7.9,52,7.9,1,25.6,7.9,51.7,8.1
"NLA06608-2507",1,0.21,566.6760769,1.1,0,1.1,6.1,2.3,0.5,0.2,9.1,0,2.8,0,0,2.8,0.5,1.5,1.2,83.7,84.9,0.1,0.1,0.2,0.82,"7/11/2007",40.07519519,-86.05550077,5.90627289,"Morse Reservoir",590.627289,12.2,254.81,5,5120201,371,2543.62,4.26,4.25,3.76,0.321,1101,34,761.98509,469.01214,26.41541,1450.094,1658.92608,456.724905,46.9586376,10,0.101,1.18575395,38.016,0,27.3,8.1,NA,8.7,11.7,10.4,0.2,NA,7.4
"NLA06608-2513",1,0.05,70.34114677,6.1,0,6.1,7.9,10.8,5.4,3.4,27.5,0.1,0.4,51.7,2,54.1,2.1,6.1,0.1,0.1,0.2,2.4,1.3,3.7,5.19,"8/21/2007",47.13285576,-122.5619208,4.414867637,"American Lake",441.4867637,28.9,72.65,17,17110019,115.7,888.71,0.795,2.84,3.15,0.005,259,5,104.136552,125.73198,0.5,550.896,320.347184,194.1298334,19.5405224,5,1.096,0.40181,3.541,0,21,10.1,109.1,9.2,27,7.7,0.3,115.8,6.5
"NLA06608-2523",1,0.05,1.371074828,20.1,0,20.1,11.5,1,0.4,0,12.9,0,18.5,0,0,18.5,0,0,12.5,29.2,41.7,0.6,6.3,6.9,0.79,"7/31/2007",41.34688657,-85.42886396,0.259465024,"Barbara Lake",25.94650237,6.5,270.04,4,4050001,506.3,3218.28,6.61,10.81,10.02,0.005,1259,56,1587.179826,248.42424,0.5,1975.042,1469.66368,1271.000164,84.1981672,18,0.053,1.079394398,13.5,0,27.3,15.7,NA,8.6,6.5,18.3,0.1,NA,7.4
"NLA06608-2524",1,0.05,60.33892053,18.9,0,18.9,7.4,0.6,0.2,0,8.2,0,0.2,0.1,2.9,3.2,0.1,0,0.1,60.6,60.7,8.2,0.5,8.7,0.98,"9/14/2007",31.95537014,-91.220466,11.15177547,"Lake Bruin",1115.177547,10,18.58,8,8050003,151.9,1339.51,4.87,4.95,4.43,0.005,580,33,66.509748,39.74538,0.5,788.42,412.345168,102.4803692,92.459409,9,2.424,5.234888394,41.904,0,28.05,5.27,NA,7.82,10,21.78,1.07,NA,7.03
"NLA06608-2565",1,0.05,3.138732442,16.2,0,16.2,36,4.1,0,0,40.1,0.4,0,17.4,0,17.4,2.1,4.1,0,0,0,15.1,4.8,19.9,1.15,"8/22/2007",28.32320111,-81.22725223,0.638362894,"Lake Hinden",63.83628941,3.5,18.58,3,3090101,156.7,51.11,2.99,4.91,4.55,0.005,410,19,799.245216,379.84008,0.5,230.6378,315.492192,574.168452,72.509661,7,0.873,0.285053275,7.096,0,31.6,7.2,158,6.8,3,31.1,6.41,158,6.4
"NLA06608-2566",1,0.05,3.18460357,24.1,0,24.1,5.9,12.1,14.6,0.8,33.4,4.7,11.5,0.7,0.5,12.7,0,1.6,3.5,0.6,4.1,18.8,0.8,19.6,NA,"7/12/2007",41.37985994,-71.79479768,0.692580455,"Chapman Pond",69.25804548,0.5,10.73,1,1090005,261,629.3,1.88,10.3,10.51,0.005,376,9,1560.440538,108.45138,0.5,609.279,215.841424,1413.672325,55.5779518,59,0.914,1.108045256,4.432,0,27.4,7.98,274,7.63,0.5,27.13,8.06,271,7.69
"NLA06608-2593",1,0.16,46.78866209,29.6,0,29.6,19.3,13.8,5.8,2.7,41.6,0,0,0.6,0,0.6,1,1.9,3.1,8.8,11.9,8.9,4.4,13.3,0.55,"7/26/2007",28.09210404,-81.70713268,2.89813335,"Lake Haines",289.813335,4,38.73,3,3100101,248.6,1375.91,4.74,15.09,14.23,0.005,1337,41,821.979252,131.87388,0.5,983.03,481.3848,622.4507991,221.2631666,23,2.774,0.906021915,38.2,0,30.3,9.6,282.5,8.8,3.5,28.8,1.6,276.3,7.6
"NLA06608-2629",1,0.16,6774.249474,3.9,0,3.9,8.2,4.6,1.3,0.3,14.4,0,0,10.6,0,10.6,3.9,1.8,15.8,5.7,21.5,33.2,10.8,44,0.5,"7/10/2007",28.84218233,-81.27307172,35.65564896,"Lake Monroe",3565.564896,2.3,0.3,3,3080101,1924,1455.92,6.21,13.33,11.72,0.005,1188,66,13006.66099,2851.31982,0.5,3395.196,2550.10512,10208.88907,203.0014742,29,6.694,1.386547331,27.16,0,30.7,8.1,1897,8.3,1.8,30.5,7.7,1897,8.3
"NLA06608-2634",1,0.05,6.932763856,3.8,0.1,3.9,0.6,0,0,0,0.6,0.2,0.1,7.2,0,7.3,65.5,22.5,0,0,0,0,0,0,NA,"7/30/2007",44.94116736,-109.5249202,0.15176703,"Little Bear Lake",15.17670303,3.5,2911,10,10070006,13.38,98.71,0.981,2.4,2.42,0.005,278,16,1.5,13.44972,0.5,68.3131,33.573504,21.53131695,2.5832366,15,1.717,0.711780403,1.17,0,16.8,8.3,NA,6.3,3.5,15.8,7.5,NA,6.5
"NLA06608-2640",1,18,1722.327125,0.4,0,0.4,2,0,0,0,2,0,0.2,0,0,0.2,0,58.8,2.8,34.7,37.5,0.7,0.2,0.9,1,"8/9/2007",40.36170146,-100.7051997,6.44459313,"Red Willow Reservoir",644.459313,12.2,787.34,10,10250007,371.4,2979.49,13,6.26,5.73,0.06,1113,48,200.093364,602.07276,8.495767,1467.06,1197.2904,632.4552494,480.072782,17,10.342,3.631795483,25.12,0,27.3,8.31,346,8.77,10,21,0.71,385,7.45
"NLA06608-2644",1,0.7,437.7442552,1,0,1,5.2,1.3,0.5,0.2,7.2,0.1,37.1,0.9,0,38,0,1.1,10.5,42,52.5,0,0.1,0.1,0.41,"8/20/2007",39.07938034,-85.24189644,0.794845161,"Versailles Lake",79.48451611,6.1,278.59,5,5090203,453.5,3398.77,15.4,7.16,5.84,0.005,1240,121,993.358908,250.61034,0.5,2525.439,1163.55232,693.3519034,129.1874066,11,3.57,2.662811449,4.427,0,27.5,6.5,NA,7.2,5.5,21.2,0.1,NA,6.6
"NLA06608-2655",1,0.05,189.7585482,1,0,1,0.7,0,0,0,0.7,0,6.4,36.7,1.5,44.6,52.4,0.2,0.2,0.1,0.3,0.3,0.5,0.8,1.65,"8/29/2007",40.72496185,-109.1845335,0.432853291,"Crouse Reservoir",43.28532909,3,2184,14,14040106,174.6,1616.1,3.15,16.84,16.59,0.005,2286,102,113.331708,23.75562,0.5,717.063,673.033552,256.8968847,137.6276846,30,5.56,5.663616679,29.457,0,18.2,13.1,169.1,10.2,2.5,18.1,10.1,165.3,10
"NLA06608-2657",1,0.05,0.865614029,27.7,0,27.7,0.5,0,0,0,0.5,0,0,0,0,0,0,0.2,11.4,41.6,53,10.3,8.4,18.7,NA,"9/13/2007",28.16663717,-81.83272347,0.300350793,"Clearwater Lake",30.03507929,1.2,42.88,3,3100208,217.2,306.29,1.28,5.27,5.13,0.005,488,6,891.704484,550.4808,0.5,368.4616,558.159504,575.0384042,155.761494,7,0.377,0.848233449,20.6,0,30.2,7.23,212,6.8,0.7,30.2,7.25,211,6.9
"NLA06608-2663",1,4.3,77.36300716,0.6,0,0.6,3.5,1.5,0.1,0.1,5.2,0.2,0.4,1.3,0.2,1.9,6.6,1.6,63.3,15.7,79,4,0.9,4.9,NA,"7/10/2007",29.20565727,-95.35917721,0.300136771,"Bieri Lake Number 3",30.01367711,1.3,6.1,12,12040205,449.8,1321.46,1.16,6.99,6.26,0.005,561,13,2159.1693,596.30562,0.5,1175.145,622.179568,2197.499257,49.5418742,14,0.906,1.21961991,2.032,0,30.8,8.5,484.9,8.7,1,30.8,8.3,484.9,8.7
"NLA06608-2673",1,0.05,8.744710811,1.5,0,1.5,0,0,0,0,0,3.4,0,72.8,0,72.8,6.5,15.8,0,0,0,0,0.1,0.1,5.5,"9/18/2007",44.30658171,-118.6850367,0.127253208,"Strawberry Lake",12.72532084,6,1915.02,17,17070201,45.23,407.93,0.53,2.08,2.31,0.005,423,72,4.061664,16.36452,1.42786,187.4244,122.773696,86.08177019,24.8604552,12,9.99,1.472457987,1.331,0,13.2,6.5,45,8.4,5,12.3,6.1,45,8.2
"NLA06608-2685",1,0.05,9.439426546,7.4,0,7.4,0.1,0,0,0,0.1,8.2,0,72.1,0,72.1,4.7,7.1,0,0,0,0.2,0,0.2,2.45,"9/14/2007",40.68363702,-110.9547924,0.263500546,"Trail Lake",26.35005455,12.7,2992.89,16,16020203,16.61,98.38,2.41,4.49,4.29,0.005,169,7,10.746486,18.3216,0.5,81.4368,35.219264,21.35732651,5.0385902,11,1.715,0.498439936,2.432,0,13.6,6.8,7,6.4,12,5.8,0.8,NA,5.1
"NLA06608-2696",1,0.21,258.4793174,1.6,0,1.6,16,27.7,29.9,16,89.6,0,2.8,0.1,0,2.9,0,3.4,0.4,1.8,2.2,0.2,0,0.2,0.75,"7/26/2007",32.8366626,-96.71956089,4.271517693,"White Rock Lake",427.1517693,4.6,139.59,12,12030105,343.7,1850.11,8.77,3.43,3.43,0.005,733,75,681.795432,806.69172,0.5,2352.286,156.100336,590.6975438,79.031694,11,6.021,0.780445972,41.76,0,29.28,11.77,375.3,8.06,4,28.6,1.89,396.1,7.28
"NLA06608-2704",1,0.55,114.868402,0.3,0,0.3,0,0,0,0,0,0.1,0,0,0,0,27.1,72.2,0,0,0,0.2,0,0.2,0.25,"9/11/2007",35.8844838,-100.1852787,0.226660472,"Lake Marvin",22.66604723,2.9,690.11,11,11090106,687.3,5013.08,52.2,11.94,10.95,0.016,1672,105,1527.552342,536.78124,1.856218,1537.918,1972.44336,2997.855281,156.5799452,9,28.582,13.7628817,25.88,0,22.04,6.94,641.8,8.53,2.4,21.4,5.9,641.8,8.5
"NLA06608-2708",1,0.11,1.611113693,4.2,0,4.2,0.5,0.3,0,0,0.8,0,81.8,0.6,2.2,84.6,0,9.8,0.4,0.3,0.7,0,0,0,2.4,"8/8/2007",39.54217646,-86.49533079,0.108832819,"Whippoorwill Lake",10.88328185,6.4,229.37,5,5120201,201.4,1509.23,2.46,4.19,3.86,0.005,388,12,255.518154,264.95532,0.5,1124.247,511.913648,332.4087356,36.318772,10,6.878,0.358461749,5.16,0,31.2,8,NA,8.7,6,12.1,0.1,NA,7.2
"NLA06608-2714",1,0.05,306.2611714,0.1,0,0.1,0.1,0,0,0,0.1,0,0.1,64.2,0,64.3,14.6,20.3,0,0,0,0.2,0.1,0.3,3.85,"8/11/2007",43.82780189,-104.1093535,0.302994639,"L A K Reservoir",30.29946393,7.7,1333,10,10120107,923,9273.81,1.49,94.71,73.71,0.005,216,8,315.540522,42.24378,0.5,637.223,2210.25568,3485.463489,2410.59455,9,15.12,1.981344796,9.067,0,23.8,6.8,NA,7.9,7.2,23.3,6.3,NA,7.8
"NLA06608-2715",1,0.05,58.37250932,3.7,0,3.7,0.4,0.4,0,0,0.8,0,0,0,0,0,0.7,91.6,0,2.3,2.3,0.3,0.5,0.8,0.52,"8/17/2007",41.99075603,-103.61424,2.967030372,"Alice Lake",296.7030372,3,1274.69,10,10180009,572.7,2736.05,11.7,4.89,5.13,0.005,369,36,307.671048,2829.0216,0.5,2850.787,1433.45696,1424.546728,79.4409196,13,7.159,1.11613572,4.752,0,25,6.6,NA,8.5,2.5,24.8,6.6,NA,8.5
"NLA06608-2726",1,0.05,0.885842453,45.3,0,45.3,0,0,0,0,0,1.7,0,52.6,0,52.6,0,0,0,0,0,0,0,0,6.99,"9/12/2007",43.71378677,-121.7665432,0.40866979,"South Twin Lake",40.86697904,15.2,1321.96,17,17070301,152.3,1485.16,0.61,2.23,2.45,0.005,191,5,41.829498,13.57464,0.5,429.3396,555.03256,420.5783911,44.0429052,6,0.795,0.525383817,1.179,0,20,8.1,130,8.5,14,13.2,0.1,154,7.2
"NLA06608-2740",1,0.05,106.8753248,10.8,0,10.8,3.3,0.4,0,0,3.7,0,0.7,0,0,0.7,0,73.8,0.7,9.9,10.6,0.2,0.1,0.3,0.65,"8/14/2007",41.29419937,-98.90220683,11.17854691,"Sherman Reservoir",1117.854691,11.2,657.71,10,10210003,205.8,2040.4,9.8,2.24,2.25,0.005,359,121,35.68059,164.8944,0.5,1523.447,332.196656,252.7646117,138.8042082,5,51.976,0.308128655,11.368,0,26.6,8.2,202,8.5,10.5,25.4,3.5,184,7.9
"NLA06608-2753",1,0.05,2.495128678,20.9,0,20.9,13.1,15.5,5.1,1,34.7,0,0,24.4,0,24.4,3.7,11.6,0,4.3,4.3,0,0.5,0.5,2.67,"8/30/2007",47.57068723,-117.6889884,0.496451791,"Medical Lake",49.64517909,15.5,731.19,17,17010307,1514,12141.51,1.88,22.06,19.01,0.005,1496,16,3282.868134,1217.74098,0.5,553.89,2438.19344,12727.40069,645.553384,9,1.972,0.961401514,3.392,0,21.7,9.1,1525,9.2,15,10.2,0.2,1438,8.4
"NLA06608-2759",1,0.05,10877.16784,0.1,0,0.1,0.4,0.1,0,0,0.5,0,5.5,9.8,0,15.3,76.2,7.2,0.3,0.3,0.6,0,0,0,NA,"8/30/2007",30.75592819,-98.68391282,0.208752742,"Llano City Lake",20.87527421,1.8,300.97,12,12090204,382.4,3356.55,1.93,2.55,2.36,0.022,206,9,451.15497,276.34386,0.5,1939.114,1491.05856,444.9805503,55.756988,6,14.592,0.351267956,1.116,0,29.7,7.4,382.3,8.4,1.2,29.5,7.4,382.4,8.4
"NLA06608-2776",1,0.05,1.24058263,8.5,0,8.5,4.8,5.4,0,0,10.2,0,9.5,0.5,0,10,0,29.2,42.4,0,42.4,0,0,0,0.79,"10/16/2007",33.49584507,-96.95936703,0.119690457,"Garriott Property Lake",11.96904565,4.3,199.79,12,12030103,208.6,1949.16,5.82,6.59,6.09,0.031,1144,36,102.895488,38.60028,6.639549,1562.868,216.499728,102.2193835,172.0537882,12,5.659,25.73840376,13.856,0,22.1,4.7,209,7.7,3.8,21.6,3.9,211,7.6
"NLA06608-2779",1,0.11,114.024943,3.1,0,3.1,6.3,1.5,0.2,0,8,0,15.3,0.2,0,15.5,0.1,0.1,3.6,65.6,69.2,2.4,1.6,4,1.85,"7/18/2007",41.27976472,-85.70517583,1.195818466,"Big Barbee Lake",119.5818466,13.1,254.89,5,5120106,476.3,3561.54,1.66,7.76,7.7,0.005,713,21,616.188276,791.61804,0.5,2467.056,1594.74144,429.5388988,59.593478,16,3.925,1.501354621,6,0,25.1,8.2,NA,8,12.5,7.8,0.3,NA,7.5
"NLA06608-2797",1,0.05,885.1482757,0,0,0,0.1,0,0,0,0.1,0,0.1,66.7,0.1,66.9,31.1,0.9,0.7,0,0.7,0,0.2,0.2,2.13,"6/28/2007",37.90869352,-114.264347,0.235001718,"Echo Canyon Reservoir",23.50017177,4,1604,15,15010013,646.2,4032.18,3.27,6.3,6.33,0.005,664,24,1972.276344,581.79408,0.5,1489.016,1473.77808,3457.625019,286.969452,12,49.69,1.031792519,2.016,0,20.3,8.6,619,8.8,3.5,19.8,9.4,616,8.8
"NLA06608-2800",1,0.05,12.47628387,41.3,0,41.3,0,0,0,0,0,2.2,0,0,0,0,7.5,46.4,0,0.1,0.1,1.4,1.2,2.6,4,"9/25/2007",47.67808029,-112.4771506,6.174970922,"Pishkun Reservoir",617.4970922,8.8,1332,10,10030104,380.3,3318.83,2.3,2.68,2.74,0.005,235,11,23.9751,893.44866,0.5,2511.467,1320.7224,182.2549859,30.3594242,5,6.892,0.199397111,2.411,0,11.4,9.1,173,7.6,8.5,11.4,8.9,173,8.3
"NLA06608-2801",1,0.05,735.7145323,0.1,0,0.1,1.5,0,0,0,1.5,0,0.7,6.7,0,7.4,64.8,10.1,1.9,14.1,16,0,0,0,0.35,"8/1/2007",42.08566286,-112.689224,0.501937998,"Stone Reservoir",50.19379983,2.7,1401,16,16020309,808.5,4196.15,22.5,1.32,1.47,0.035,339,36,3339.336546,533.97054,10.351985,2398.693,1902.49856,2933.478818,146.2725754,7,16.097,1.751580391,6.816,0,23.5,7,801,8.3,2.2,23.5,6.5,799,8.4
"NLA06608-2807",1,0.05,64401.04031,0.7,0,0.7,3.1,0.6,0.2,0.1,4,0.2,2.9,4.3,0.1,7.3,25.1,30.7,0.8,30.9,31.7,0.3,0.2,0.5,0.9,"8/13/2007",31.90669248,-97.41861663,57.64756134,"Lake Whitney",5764.756134,21.5,159.15,12,12060202,1380,2722.79,3.39,6.18,5.69,0.005,660,32,7895.197872,2449.93104,0.5,3956.072,1230.2056,7111.859235,133.893501,22,11.115,0.54740627,NA,0,31.8,9.8,1529,8.6,21,27.2,0.1,1362.9,7.3
"NLA06608-2823",1,0.05,104.7495721,6.9,0,6.9,2.6,0.3,0,0,2.9,0.1,4.4,46.1,7.6,58.1,22.9,0.2,0.2,0.6,0.8,8.1,0,8.1,1.08,"9/5/2007",31.29345058,-92.74143447,6.523208452,"Cotile Lake",652.3208452,6.5,30.12,11,11140207,52.1,251.74,3.5,6.71,5.75,0.005,751,31,138.801726,40.14096,0.5,137.1751,90.187648,179.340646,29.8223156,17,13.151,0.639613329,24.32,0,30.95,6.95,NA,7.81,6,24.37,2.17,NA,6.15
"NLA06608-2824",1,0.31,1261.131625,0.8,0,0.8,0.7,0,0,0,0.7,0.2,0.4,0,0,0.4,0,89,0.6,2.3,2.9,1.4,4.5,5.9,0.8,"8/13/2007",41.76461732,-98.66083463,0.505622725,"Ericson Lake",50.5622725,4.9,610.76,10,10210010,144.1,1355.44,6.81,2.41,2.24,0.278,794,208,27.190584,86.2989,18.276608,924.148,234.767664,216.9225811,94.0963114,9,41.477,0.493498914,25.28,0,27.1,13.2,135,8.9,4.3,20.5,0.2,186,6.5
"NLA06608-2831",1,0.05,13683.53098,1.7,0,1.7,7.5,2.6,0.6,0.3,11,0.4,39.5,14.9,8.8,63.2,3.3,3.1,14,2.6,16.6,0.7,0,0.7,0.48,"8/1/2007",34.14749294,-85.7918613,113.8434074,"Weiss Reservoir",11384.34074,13.5,171.92,3,3150105,205.1,1335.51,13.2,3.99,3.13,0.005,738,107,255.630978,422.66682,0.5,871.753,415.472112,544.1551011,56.652169,10,6.432,0.45526015,37.6,0,30.5,8.7,218.2,8.6,11.5,26.8,0.1,372.5,7.3
"NLA06608-2833",1,0.05,42.2399668,2.1,0,2.1,0.4,0.1,1,2.3,3.8,0,0,19.4,0,19.4,66.4,4.1,4.3,0,4.3,0,0,0,4.39,"8/15/2007",47.91880419,-120.164879,0.766525159,"Wapato",76.65251592,18.5,375.52,17,17020009,454.3,4110.34,0.835,6.92,6.62,0.005,640,16,174.256668,769.59048,0.5,1671.151,2202.84976,970.4316791,93.866122,10,2.631,0.525000937,3.061,0,20.9,8.8,460,8.8,18,7.8,0.3,490.9,7.2
"NLA06608-2874",1,0.24,43785.59101,0.8,0,0.8,1.1,0.5,0.1,0,1.7,0.3,0.1,35.7,0.1,35.9,18.9,34.8,4.4,2.1,6.5,0.5,0.5,1,4.2,"9/26/2007",46.93083483,-111.9632243,14.85759315,"Holter Lake",1485.759315,35.1,1091,10,10030101,442.8,3261.42,1.79,3.03,3.12,0.165,487,76,376.183422,887.74398,19.061931,2295.899,1119.93968,908.6650729,102.5365894,5,24.371,1.710617158,3.94,0,14.1,8.1,297,8.1,34,8.3,0.2,318,7.6
"NLA06608-2881",1,0.05,324.1716356,4.5,0,4.5,1.4,0.4,0.1,0,1.9,0.1,1.5,77.6,0.5,79.6,9.6,0.8,1,0.1,1.1,0.7,1.7,2.4,6.95,"9/21/2007",48.45509278,-114.388,13.35841549,"Whitefish Lake",1335.841549,49.7,913,17,17010210,171.3,1767.77,0.47,1.28,1.52,0.005,50,1,11.790108,47.7819,0.5,1197.101,495.126896,50.37023238,7.8520162,0,6.896,0.213248115,0.886,0,15.5,9.1,176,7.9,48,4.5,7.4,179,7.5
"NLA06608-2889",1,0.05,893.4307263,15.2,0,15.2,0.9,0.4,0.2,0,1.5,0.4,0,7.7,0,7.7,74.6,0.3,0.2,0,0.2,0.1,0,0.1,8.2,"7/18/2007",38.70359768,-118.7179736,143.7842575,"Walker Lake",14378.42575,24,1207.07,16,16050304,19040,74249.1,0.905,46.56,44.65,0.005,1476,577,102138.2979,74948.89782,0.5,422.4035,13240.1392,168205.2579,5734.27372,4,0.693,0.632088038,1.772,0,24.7,7.6,17510,9.3,20,23,7.4,17350,9.3
"NLA06608-2891",1,0.33,1.61015812,15.8,0,15.8,5.6,0.4,0,0,6,0,6.4,0,0,6.4,0.2,1,0,66.6,66.6,0,4,4,3,"7/16/2007",41.23224913,-85.98525778,0.253290775,"Crystal Lake",25.32907749,11.9,241.29,5,5120106,439.5,2796.77,1.53,9.13,8.38,0.005,790,8,804.265884,841.3362,0.5,1624.744,1621.0736,1013.494313,42.20139,2,3.811,1.363617042,7.2,0,25.5,8.7,NA,8.6,11.4,7.1,0.1,NA,7.2
"NLA06608-2916",1,0.05,0.992052825,10.9,0,10.9,5,0,0,0,5,0,72.3,0.5,0,72.8,0,0,1,10.3,11.3,0,0,0,3.3,"8/6/2007",38.21295517,-87.11602237,0.109151908,"Yellow Bank Lake",10.91519075,4.6,179.9,5,5140201,186.5,1181.51,1.33,4,3.92,0.005,324,15,62.927586,578.6919,3.712436,1007.481,544.911136,178.4706938,24.8860318,7,4.387,0.838283063,1.984,0,30.6,6.6,NA,8.5,4,26.5,4.4,NA,8
"NLA06608-2924",1,0.05,67.18249555,0.8,0,0.8,0.4,0,0,0,0.4,0.1,0.9,0,0,0.9,94.4,3,0,0.3,0.3,0,0.1,0.1,1.21,"8/1/2007",32.23706223,-101.3181565,0.567550829,"Moss Creek Lake",56.75508288,10,711.05,12,12080007,2795,2268.92,3.5,6.23,5.74,0.005,693,13,16601.68492,7562.61516,0.5,4987.505,4472.3528,14880.53238,292.340538,12,6.793,0.518123441,12.64,0,27.5,7.4,2824,8.4,9.5,23.8,0.1,2817,7.2
"NLA06608-2954",1,6.1,18.47104583,1.3,0,1.3,2.5,0,0,0,2.5,0,0,0,0,0,84.3,3.8,0,7.7,7.7,0.4,0,0.4,1.58,"7/26/2007",44.02361323,-111.6037333,0.191483149,"Singleton Pond",19.14831492,2.4,1536.82,17,17040203,124.3,1325.93,214,10.38,8.58,0.005,7684,876,81.966636,52.05,0.5,441.3156,290.0652,494.1328496,23.658355,31,13.184,4.87043699,136.656,0,21.9,7.2,131,9.9,1.9,21.3,1.8,125,7.4
"NLA06608-2955",1,0.05,20058.54033,1.8,0,1.8,7.3,2.5,0.6,0.3,10.7,0.4,38.3,15.5,8.3,62.1,3.3,3.5,14.3,3.1,17.4,0.9,0,0.9,0.74,"6/28/2007",33.55680923,-86.14384613,103.6072355,"Logan Martin Lake",10360.72355,9.5,141.76,3,3150106,207.9,1708.25,5.65,3.47,2.9,0.005,513,58,196.003494,279.00882,0.5,1135.724,522.775664,438.8908849,51.9716512,12,3.202,1.283335623,32.976,0,29.5,9.5,208.5,8.8,9,27,0.1,232.3,7.2
"NLA06608-2972",1,21,14.82634252,15.7,0,15.7,0,0,0,0,0,0,0,0,0,0,0,83.7,0,0,0,0,0.5,0.5,0.16,"8/19/2007",42.45325719,-100.649942,0.541210154,"Rat Lake",54.12101543,1.7,903.39,10,10210006,191.4,2046.94,73.5,21.1,15.93,0.005,5350,347,43.888536,2.5,0.5,1074.347,288.41944,344.631564,239.9596612,21,24.903,1.450105898,145,0,25.9,8.7,NA,9.3,1.5,25.1,7.7,NA,9.2
"NLA06608-2987",1,3.3,6.687955289,5,0,5,18.5,13.2,3.9,0.3,35.9,0,31.9,0.6,0,32.5,0,24.1,0.6,1.4,2,0.6,0.1,0.7,0.99,"8/1/2007",41.67863226,-86.36950208,0.309276937,"South Chain Lake",30.92769369,2.3,218.76,7,7120001,509.6,3440.67,9.54,12.57,11.28,0.005,1336,29,364.393314,1597.99746,0.5,3332.821,1546.19152,254.5480137,50.3347488,18,12.58,1.521838947,15.184,0,27.8,11.6,NA,8.2,2,26.3,6.1,NA,7.7
